,Unnamed: 0,Unnamed: 0.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor
3021,3021,3021,PaKO3,Pa,K,0,element not in BV,element not in BV,0.95,1.38,orthorhombic,-2.726,0.22,0,17.925,2.409,5.479,5.791,11.298,90,90,90,-,1.0222222222,0.5957309878,5.89,4.341,1.5,0.82,0.5977341496
3023,3023,3023,PaLiO3,Pa,Li,0,element not in BV,element not in BV,0.95,0.76,orthorhombic,-2.934,0.029,0,11.029,3.419,5.195,5.751,7.383,90,90,90,0.486,0.5629629629999999,0.7707799037,5.89,5.392,1.5,0.98,0.7693059888
3028,3028,3028,PaNaO3,Pa,Na,0,element not in BV,element not in BV,0.95,1.02,orthorhombic,-2.759,0.156,0,13.836,3.279,5.442,5.714,8.898,90,90,90,-3.035,0.7555555556,0.6862217708,5.89,5.138999999999999,1.5,0.93,0.6866532793000001
3035,3035,3035,PaPbO3,Pa,Pb,0,element not in BV,element not in BV,0.95,0.99,orthorhombic,-2.224,0.186,0.2,17.36,1.193,5.806,6.046,9.891,90,90,90,-1.697,0.7333333333,0.6950194858,5.89,7.416,1.5,2.33,0.6952723581
3041,3041,3041,PaRbO3,Pa,Rb,0,element not in BV,element not in BV,0.95,1.52,orthorhombic,-2.7,0.228,0,19.54,2.207,5.412,5.796,12.459,90,90,90,-,1.1259259259,0.5666709396,5.89,4.177,1.5,0.82,0.5690756629
3050,3050,3050,PaSrO3,Pa,Sr,0,element not in BV,element not in BV,0.95,1.18,tetragonal,-2.718,0.463,0.2,17.429,0.678,3.796,3.796,6.049,90,90,90,-8.015,0.8740740740999999,0.6428243465,5.89,5.695,1.5,0.95,0.6440701302
3072,3072,3072,PbBaO3,Pb,Ba,0,not balanced,not balanced,1.49,1.35,orthorhombic,-1.723,0.224,-,19.236,0.367,6.153,6.322,9.889,90,90,90,-1.982,1.0,0.7437715772,7.416,5.212000000000001,2.33,0.89,0.7431049446
3089,3089,3089,PbHfO3,Pb,Hf,1,2,4,1.49,0.71,orthorhombic,-2.824,0.008,0,13.752,3.019,5.759,5.829,8.193,90,90,90,-,0.5259259259000001,0.974846242,7.416,6.65,2.33,1.3,0.968501705
3105,3105,3105,PbNpO3,Pb,Np,0,element not in BV,element not in BV,1.49,0.86,orthorhombic,-2.633,0.122,0.6,16.074,2.381,6.006,6.204,8.628,90,90,90,-,0.637037037,0.9086802075,7.416,6.19,2.33,1.36,0.9042206184
3107,3107,3107,PbPaO3,Pb,Pa,0,element not in BV,element not in BV,1.49,0.91,orthorhombic,-2.41,-0.022,0.2,16.651,1.858,6.054,6.297,8.736,90,90,90,-,0.6740740741,0.8885766631,7.416,5.89,2.33,1.5,0.8846487436
3108,3108,3108,Pb2O3,Pb,Pb,0,not balanced,not balanced,1.49,0.99,orthorhombic,-1.18,0.054,-,15.14,0.516,5.885,6.086,8.454,90,90,90,1.215,0.7333333333,0.8581979737000001,7.416,7.416,2.33,2.33,0.8550370701000001
3113,3113,3113,PbPuO3,Pb,Pu,0,element not in BV,element not in BV,1.49,0.83,orthorhombic,-2.54,-0.055,0.8,15.812,1.37,5.977,6.161,8.586,90,90,90,-,0.6148148148,0.9211849809999999,7.416,6.06,2.33,1.28,0.9163850214
3120,3120,3120,PbSiO3,Pb,Si,0,2,4,1.49,0.4,tetragonal,-2.126,0.276,-,11.559,1.837,3.493,3.493,4.738,90,90,90,4.91,0.2962962963,1.1475332906,7.416,8.151,2.33,1.9,1.1352992209000001
3122,3122,3122,PbSnO3,Pb,Sn,0,2,4,1.49,0.69,rhombohedral,-1.656,0.058,-,13.699,1.879,5.759,5.759,5.759,60.6,60.6,60.6,3.602,0.5111111111,0.9844035581,7.416,7.343999999999999,2.33,1.96,0.9777696639
3128,3128,3128,PbThO3,Pb,Th,0,2,4,1.49,0.94,orthorhombic,-2.898,0.173,0,17.337,2.938,6.109,6.404,8.863,90,90,90,3.431,0.6962962963,0.8769359207999999,7.416,6.08,2.33,1.3,0.873307093
3129,3129,3129,PbTiO3,Pb,Ti,1,2,4,1.49,0.61,tetragonal,-2.517,-0.021,0,12.85,1.687,3.894,3.894,4.236,90,90,90,-,0.4518518519,1.0245832952,7.416,6.82,2.33,1.54,1.0166858695
3132,3132,3132,PbUO3,Pb,U,0,2,4,1.49,0.89,orthorhombic,-2.715,0.105,0.4,16.492,1.935,6.032,6.278,8.711,90,90,90,-,0.6592592593,0.8965103833,7.416,6.05,2.33,1.38,0.8923749335
3133,3133,3133,PbVO3,Pb,V,0,2,4,1.49,0.58,tetragonal,-2.05,0.033,0.2,13.155,1.006,3.874,3.874,4.383,90,90,90,3.148,0.4296296296,1.0405094604,7.416,6.74,2.33,1.63,1.0320902008
3138,3138,3138,PbZrO3,Pb,Zr,1,2,4,1.49,0.72,orthorhombic,-2.678,0.03,0,14.136,2.846,5.8,5.895,8.269,90,90,90,-,0.5333333333,0.9701368399,7.416,6.84,2.33,1.33,0.9639333008
3145,3145,3145,PdBaO3,Pd,Ba,0,not balanced,not balanced,0.75,1.35,rhombohedral,-1.305,0.231,-,19.031,0.613,6.594,6.594,6.594,57.3,57.3,57.3,-9.143,1.0,0.5499719409,8.34,5.212000000000001,2.2,0.89,0.552828938
3148,3148,3148,PdCaO3,Pd,Ca,0,not balanced,not balanced,0.75,1.0,rhombohedral,-1.339,0.375,-,14.223,0.536,6,6,6,57,57,57,-8.953,0.7407407407,0.6318826555,8.34,6.1129999999999995,2.2,1,0.6334498248
3196,3196,3196,PdSrO3,Pd,Sr,0,not balanced,not balanced,0.75,1.18,rhombohedral,-1.31,0.326,-,16.018,0.599,6.077,6.077,6.077,60.4,60.4,60.4,-9.287,0.8740740740999999,0.5869265773,8.34,5.695,2.2,0.95,0.589255651
3205,3205,3205,PdUO3,Pd,U,0,2,4,0.86,0.89,cubic,-1.997,0.555,0,14.913,0.538,4.209,4.209,4.209,90,90,90,1.74,0.6592592593,0.6976366011,8.34,6.05,2.2,1.38,0.6978433736
3287,3287,3287,PrAlO3,Pr,Al,1,3,3,1.18,0.54,rhombohedral,-3.5,-0.079,0,10.784,4.271,5.323,5.323,5.323,60.5,60.5,60.5,6.474,0.4,0.9465503473000001,5.46,5.986000000000001,1.13,1.61,0.9403791214
3289,3289,3289,PrAuO3,Pr,Au,0,element not in BV,element not in BV,1.18,0.93,orthorhombic,-1.934,-0.005,0,13.9,0.987,5.713,6.561,7.417,90,90,90,0.1,0.6888888889,0.7846404195000001,5.46,9.225,1.13,2.54,0.7829766075
3290,3290,3290,PrBO3,Pr,B,0,4,2,0.96,0.27,cubic,-2.4,0.885,0,9.076,2.243,3.567,3.567,3.567,90,90,90,4.889,0.2,1.0082818917,5.46,8.298,1.13,2.04,0.9992646728
3296,3296,3296,PrCeO3,Pr,Ce,0,3,3,1.18,1.01,cubic,-2.558,0.99,0,18.884,0.881,4.554,4.554,4.554,90,90,90,2.634,0.7481481481000001,0.7580424392,5.46,5.54,1.13,1.12,0.7569856828
3297,3297,3297,PrCoO3,Pr,Co,1,3,3,1.18,0.61,orthorhombic,-2.415,-0.001,0,11.367,1.178,5.39,5.477,7.701,90,90,90,-,0.4518518519,0.9127449778,5.46,7.86,1.13,1.88,0.9076295997
3298,3298,3298,PrCrO3,Pr,Cr,1,3,3,1.18,0.62,orthorhombic,-3.104,-0.075,0.6,11.895,2.237,5.462,5.596,7.782,90,90,90,4.766,0.4592592593,0.9081117545,5.46,6.766,1.13,1.66,0.9031363839
3301,3301,3301,PrDyO3,Pr,Dy,0,3,3,1.18,0.91,cubic,-3.123,0.59,0,15.805,1.646,4.291,4.291,4.291,90,90,90,4.491,0.6740740741,0.79158414,5.46,5.94,1.13,1.22,0.7897556256999999
3302,3302,3302,PrErO3,Pr,Er,0,3,3,1.18,0.89,orthorhombic,-3.704,0.033,0,14.623,4.898,5.781,6.039,8.377,90,90,90,4.728,0.6592592593,0.7986518555,5.46,6.101,1.13,1.24,0.7966530548
3304,3304,3304,PrFeO3,Pr,Fe,1,3,3,1.18,0.65,orthorhombic,-2.69,-0.077,1,12.066,1.048,5.477,5.641,7.811,90,90,90,3.968,0.4814814815,0.8944900781999999,5.46,7.87,1.13,1.83,0.8899197539
3305,3305,3305,PrGaO3,Pr,Ga,1,3,3,1.18,0.62,orthorhombic,-2.875,-0.036,0,11.788,3.774,5.468,5.548,7.771,90,90,90,4.936,0.4592592593,0.9081117545,5.46,5.999,1.13,1.81,0.9031363839
3306,3306,3306,PrGdO3,Pr,Gd,0,3,3,1.18,0.94,cubic,-3.016,0.668,0,16.368,1.533,4.342,4.342,4.342,90,90,90,4.197,0.6962962963,0.7812140420999999,5.46,6.15,1.13,1.2,0.7796305536
3310,3310,3310,PrHoO3,Pr,Ho,0,3,3,1.18,0.9,cubic,-3.171,0.554,0,15.54,1.831,4.267,4.267,4.267,90,90,90,4.602,0.6666666667,0.7951022917,5.46,6.018,1.13,1.23,0.7931893459
3311,3311,3311,PrInO3,Pr,In,0,3,3,1.18,0.8,orthorhombic,-2.705,0.005,0,13.896,2.989,5.67,5.968,8.212,90,90,90,3.343,0.5925925926,0.8320837937000001,5.46,5.7860000000000005,1.13,1.78,0.829243407
3312,3312,3312,PrIrO3,Pr,Ir,0,3,3,1.18,0.68,orthorhombic,-2.181,0.104,0,12.563,0.873,5.402,5.928,7.846,90,90,90,0.203,0.5037037037,0.881271013,5.46,9.1,1.13,2.2,0.8770843728000001
3314,3314,3314,PrLaO3,Pr,La,0,3,3,1.18,1.03,cubic,-2.68,0.965,0,18.627,0.501,4.533,4.533,4.533,90,90,90,2.547,0.762962963,0.7516723345999999,5.46,5.58,1.13,1.1,0.7507553479000001
3316,3316,3316,PrLuO3,Pr,Lu,1,3,3,1.18,0.86,orthorhombic,-3.755,0.013,0,14.171,5.018,5.729,5.966,8.292,90,90,90,5.041,0.637037037,0.8094932834,5.46,5.4259,1.13,1.27,0.8072280953000001
3322,3322,3322,PrNdO3,Pr,Nd,0,3,3,1.18,0.98,cubic,-2.732,0.866,0,17.89,1.091,4.472,4.472,4.472,90,90,90,3.249,0.7259259259,0.7678026421999999,5.46,5.53,1.13,1.14,0.7665275190999999
3330,3330,3330,Pr2O3,Pr,Pr,0,3,3,1.18,0.99,cubic,-2.652,0.924,0,18.345,0.91,4.51,4.51,4.51,90,90,90,2.96,0.7333333333,0.7645214344,5.46,5.46,1.13,1.13,0.763320291
3333,3333,3333,PrRbO3,Pr,Rb,0,not balanced,not balanced,1.18,1.52,orthorhombic,-2.061,0.295,0,19.587,1.117,6.505,6.576,9.158,90,90,90,-2.467,1.1259259259,0.6233380336,5.46,4.177,1.13,0.82,0.62477243
3335,3335,3335,PrRhO3,Pr,Rh,1,3,3,1.18,0.67,orthorhombic,-2.316,-0.06,0,12.426,0.708,5.421,5.849,7.839,90,90,90,0.878,0.49629629630000005,0.8856337408,5.46,7.46,1.13,2.28,0.8813214954
3338,3338,3338,PrScO3,Pr,Sc,1,3,3,1.18,0.75,orthorhombic,-3.721,-0.029,0,13.073,4.487,5.596,5.811,8.04,90,90,90,5.422,0.5555555556,0.8518953126000001,5.46,6.54,1.13,1.36,0.8485281374
3340,3340,3340,PrSmO3,Pr,Sm,0,3,3,1.18,0.96,cubic,-2.872,0.767,0,17.13,1.274,4.408,4.408,4.408,90,90,90,3.759,0.7111111111,0.7744502842000001,5.46,5.64,1.13,1.17,0.773023515
3349,3349,3349,PrTlO3,Pr,Tl,0,3,3,1.18,0.89,orthorhombic,-2.214,0.043,0,14.972,1.132,5.774,6.149,8.433,90,90,90,1.197,0.6592592593,0.7986518555,5.46,6.108,1.13,1.62,0.7966530548
3350,3350,3350,PrTmO3,Pr,Tm,0,3,3,1.18,0.88,orthorhombic,-3.729,0.025,0,14.447,5.007,5.763,6.005,8.349,90,90,90,4.856,0.6518518519,0.802233254,5.46,6.184,1.13,1.25,0.8001471470999999
3352,3352,3352,PrVO3,Pr,V,1,3,3,1.18,0.64,orthorhombic,-3.18,-0.077,0.4,12.254,1.333,5.482,5.721,7.814,90,90,90,4.458,0.47407407409999996,0.8989850032,5.46,6.74,1.13,1.63,0.8942821056
3354,3354,3354,PrYO3,Pr,Y,0,3,3,1.18,0.9,cubic,-3.1,0.593,0,15.797,2.003,4.291,4.291,4.291,90,90,90,4.454,0.6666666667,0.7951022917,5.46,6.38,1.13,1.22,0.7931893459
3364,3364,3364,PtBaO3,Pt,Ba,0,element not in BV,element not in BV,0.67,1.35,orthorhombic,-1.432,0.173,0,18.95,0.88,6.334,6.488,9.222,90,90,90,-12.328,1.0,0.5290206289,9.0,5.212000000000001,2.28,0.89,0.5322585589
3367,3367,3367,PtCaO3,Pt,Ca,0,element not in BV,element not in BV,0.67,1.0,rhombohedral,-1.463,0.38,-0.001,14.441,0.544,6.031,6.031,6.031,57,57,57,-10.427,0.7407407407,0.6078109353,9.0,6.1129999999999995,2.28,1,0.6098795988
3386,3386,3386,PtKO3,Pt,K,0,element not in BV,element not in BV,0.67,1.38,orthorhombic,-0.817,0.257,0.2,18.886,0.276,6.311,6.337,9.445,90,90,90,-10.896,1.0222222222,0.5232072154,9.0,4.341,2.28,0.82,0.5265147615
3415,3415,3415,PtSrO3,Pt,Sr,0,element not in BV,element not in BV,0.67,1.18,rhombohedral,-1.45,0.258,0,16.181,0.793,6.063,6.063,6.063,61.2,61.2,61.2,-11.566,0.8740740740999999,0.5645674696,9.0,5.695,2.28,0.95,0.5673298593
3433,3433,3433,PuAlO3,Pu,Al,0,element not in BV,element not in BV,0.96,0.54,orthorhombic,-3.522,-0.073,1,10.596,3.199,5.307,5.329,7.493,90,90,90,4.571,0.4,0.8642416215000001,6.06,5.986000000000001,1.28,1.61,0.8601917544
3437,3437,3437,PuBaO3,Pu,Ba,0,element not in BV,element not in BV,0.96,1.35,orthorhombic,-2.951,0.35,0.8,18.127,1.556,6.681,6.709,8.087,90,90,90,-,1.0,0.604969135,6.06,5.212000000000001,1.28,0.89,0.6068261831
3438,3438,3438,PuBeO3,Pu,Be,0,element not in BV,element not in BV,0.96,0.45,orthorhombic,-2.941,0.202,0.8,9.218,1.431,5.047,5.068,7.207,90,90,90,1.85,0.3333333333,0.9074537025,6.06,9.322000000000001,1.28,1.57,0.9020389209
3444,3444,3444,PuCrO3,Pu,Cr,1,element not in BV,element not in BV,0.96,0.58,orthorhombic,-3.12,-0.063,1.6,11.682,1.57,5.463,5.529,7.735,90,90,90,-,0.4296296296,0.8463298779999999,6.06,6.766,1.28,1.66,0.8428141431999999
3447,3447,3447,PuDyO3,Pu,Dy,0,element not in BV,element not in BV,0.96,0.99,cubic,-2.92,0.822,1.001,15.802,0.402,4.291,4.291,4.291,90,90,90,-,0.7333333333,0.6980413095999999,6.06,5.94,1.28,1.22,0.6982309637999999
3448,3448,3448,PuErO3,Pu,Er,0,element not in BV,element not in BV,0.96,0.89,cubic,-3.012,0.753,1,15.308,0.619,4.246,4.246,4.246,90,90,90,-,0.6592592593,0.7292038681,6.06,6.101,1.28,1.24,0.7287213990000001
3450,3450,3450,PuFeO3,Pu,Fe,0,element not in BV,element not in BV,0.96,0.67,orthorhombic,-2.704,-0.062,2,11.969,0.998,5.481,5.639,7.745,90,90,90,-,0.49629629630000005,0.8086221112,6.06,7.87,1.28,1.83,0.80617005
3451,3451,3451,PuGaO3,Pu,Ga,0,element not in BV,element not in BV,0.96,0.62,orthorhombic,-2.895,-0.028,1,11.669,2.583,5.473,5.523,7.721,90,90,90,-,0.4592592593,0.829145515,6.06,5.999,1.28,1.81,0.8261247543000001
3454,3454,3454,PuHfO3,Pu,Hf,0,element not in BV,element not in BV,0.96,0.71,orthorhombic,-3.577,-0.033,1.2,13.513,0.775,5.721,5.789,8.161,90,90,90,3.981,0.5259259259000001,0.7929207109,6.06,6.65,1.28,1.3,0.7908872055
3457,3457,3457,PuInO3,Pu,In,0,element not in BV,element not in BV,0.96,0.8,cubic,-2.13,0.609,1,13.925,0.593,4.114,4.114,4.114,90,90,90,-,0.5925925926,0.7597286812,6.06,5.7860000000000005,1.28,1.78,0.7585327289
3459,3459,3459,PuKO3,Pu,K,0,element not in BV,element not in BV,0.96,1.38,orthorhombic,-2.34,0.312,0.6,17.389,0.398,5.637,5.668,10.884,90,90,90,-,1.0222222222,0.5983211225,6.06,4.341,1.28,0.82,0.6002776991
3461,3461,3461,PuLiO3,Pu,Li,0,element not in BV,element not in BV,0.96,0.76,orthorhombic,-2.535,0.118,0.6,10.626,1.009,5.19,5.643,7.257,90,90,90,-,0.5629629629999999,0.7741311206,6.06,5.392,1.28,0.98,0.7725796313
3463,3463,3463,PuMgO3,Pu,Mg,0,element not in BV,element not in BV,0.96,0.72,orthorhombic,-3.148,-0.013,0.8,11.539,1.607,5.332,5.673,7.629,90,90,90,-0.714,0.5333333333,0.7890901761,6.06,7.646,1.28,1.31,0.7871566055
3469,3469,3469,PuNiO3,Pu,Ni,0,element not in BV,element not in BV,0.96,0.59,orthorhombic,-2.473,-0.02,1.2,11.134,1.257,5.248,5.674,7.478,90,90,90,-,0.437037037,0.8419673529,6.06,7.635,1.28,1.91,0.8385788962999999
3479,3479,3479,PuRbO3,Pu,Rb,0,element not in BV,element not in BV,0.96,1.52,orthorhombic,-2.315,0.314,0.6,18.852,0.598,5.585,5.712,11.818,90,90,90,-,1.1259259259,0.5691347263000001,6.06,4.177,1.28,0.82,0.5714972615
3484,3484,3484,PuScO3,Pu,Sc,0,element not in BV,element not in BV,0.96,0.75,orthorhombic,-3.744,-0.024,1,12.922,3.067,5.597,5.801,7.96,90,90,90,-,0.5555555556,0.7778174593000001,6.06,6.54,1.28,1.36,0.7761730249
3488,3488,3488,PuSrO3,Pu,Sr,0,element not in BV,element not in BV,0.96,1.18,orthorhombic,-3.093,0.236,0.8,16.599,1.77,5.727,5.862,9.889,90,90,90,-,0.8740740740999999,0.645619235,6.06,5.695,1.28,0.95,0.6468108540999999
3495,3495,3495,PuTlO3,Pu,Tl,0,element not in BV,element not in BV,0.96,1.2,orthorhombic,-2.225,0.077,1,14.777,0.39,5.784,6.168,8.284,90,90,90,-,0.8888888889,0.6405555547,6.06,6.108,1.28,1.62,0.641835386
3498,3498,3498,PuVO3,Pu,V,1,element not in BV,element not in BV,0.96,0.64,rhombohedral,-3.139,-0.008,1.4,12.112,0.6,5.531,5.531,5.531,60.6,60.6,60.6,-,0.47407407409999996,0.8208123942000001,6.06,6.74,1.28,1.63,0.8180254920000001
3500,3500,3500,PuYO3,Pu,Y,0,element not in BV,element not in BV,0.96,0.9,cubic,-2.896,0.825,1,15.794,0.615,4.29,4.29,4.29,90,90,90,-,0.6666666667,0.725962962,6.06,6.38,1.28,1.22,0.725553045
3503,3503,3503,PuZrO3,Pu,Zr,0,element not in BV,element not in BV,0.96,0.72,orthorhombic,-3.44,0.02,1.2,13.845,0.423,5.747,5.879,8.195,90,90,90,3.634,0.5333333333,0.7890901761,6.06,6.84,1.28,1.33,0.7871566055
3532,3532,3532,RbKO3,Rb,K,0,not balanced,not balanced,1.72,1.38,orthorhombic,-1.053,0.093,-,18.194,2.126,6.893,7.076,7.459,90,90,90,-10.19,1.0222222222,0.795171362,4.177,4.341,0.82,0.82,0.7935874667
3539,3539,3539,RbNaO3,Rb,Na,0,not balanced,not balanced,1.72,1.02,orthorhombic,-1.049,0.12,-,15.265,2.093,5.854,7.058,7.39,90,90,90,-2.37,0.7555555556,0.9159568853,4.177,5.138999999999999,0.82,0.93,0.9116418005
3540,3540,3540,RbNbO3,Rb,Nb,0,1,5,1.72,0.64,tetragonal,-2.612,0.062,0,13.561,1.587,4.036,4.036,4.162,90,90,90,5.22,0.47407407409999996,1.0908632252,4.177,6.88,0.82,1.6,1.0814574301
3543,3543,3543,RbNpO3,Rb,Np,0,element not in BV,element not in BV,1.72,0.86,orthorhombic,-2.857,-0.15,0.4,16.464,1.899,6.148,6.15,8.71,90,90,90,1.678,0.637037037,0.982270506,4.177,6.19,0.82,1.36,0.976182813
3545,3545,3545,RbPaO3,Rb,Pa,1,element not in BV,element not in BV,1.72,0.91,orthorhombic,-2.927,-0.543,0,17.243,3.98,6.248,6.249,8.833,90,90,90,6.242,0.6740740741,0.9605388576,4.177,5.89,0.82,1.5,0.9550533148
3551,3551,3551,RbPuO3,Rb,Pu,0,element not in BV,element not in BV,1.72,0.83,orthorhombic,-2.629,-0.103,0.6,16.48,1.002,6.151,6.154,8.707,90,90,90,1.277,0.6148148148,0.99578799,4.177,6.06,0.82,1.28,0.9893153172
3562,3562,3562,RbTaO3,Rb,Ta,0,1,5,1.72,0.64,tetragonal,-2.824,0.048,0,13.367,2.228,4.027,4.027,4.121,90,90,90,6.335,0.47407407409999996,1.0908632252,4.177,7.89,0.82,1.5,1.0814574301
3570,3570,3570,RbUO3,Rb,U,1,1,5,1.72,0.76,rhombohedral,-3.114,-0.053,0.2,16.684,2.986,6.179,6.179,6.179,60,60,60,4.513,0.5629629629999999,1.0288236105,4.177,6.05,0.82,1.38,1.0213764617
3571,3571,3571,RbVO3,Rb,V,0,not balanced,not balanced,1.72,0.64,tetragonal,-2.23,0.139,0,13.884,0.39,3.692,3.692,5.092,90,90,90,1.402,0.47407407409999996,1.0908632252,4.177,6.74,0.82,1.63,1.0814574301
3605,3605,3605,ReKO3,Re,K,0,5,1,0.58,1.38,rhombohedral,-1.718,0.21,0,18.357,1.623,6.323,6.323,6.323,61.2,61.2,61.2,-10.916,1.0222222222,0.4998960028,7.88,4.341,1.9,0.82,0.5036228154
3612,3612,3612,ReNaO3,Re,Na,0,5,1,0.58,1.02,rhombohedral,-1.642,0.297,0,14.518,0.856,5.93,5.93,5.93,59.3,59.3,59.3,-15.373,0.7555555556,0.5758295729,7.88,5.138999999999999,1.9,0.93,0.5785419118999999
3625,3625,3625,ReRbO3,Re,Rb,0,5,1,0.58,1.52,rhombohedral,-1.739,0.183,0,20.938,1.753,6.531,6.531,6.531,62.8,62.8,62.8,-,1.1259259259,0.4755108319,7.88,4.177,1.9,0.82,0.479476516
3650,3650,3650,RhAcO3,Rh,Ac,0,element not in BV,element not in BV,0.61,1.12,orthorhombic,-1.964,0.37,0,15.416,0.3,5.788,6.016,8.855,90,90,90,-6.432,0.8296296296,0.5611049762,7.46,5.17,2.28,1.1,0.5640018374
3661,3661,3661,RhCeO3,Rh,Ce,0,3,3,0.67,1.01,orthorhombic,-1.895,0.393,0,14.211,0.48,5.604,5.941,8.537,90,90,90,-6.947,0.7481481481000001,0.6052354653,7.46,5.54,2.28,1.12,0.607348978
3679,3679,3679,RhLaO3,Rh,La,0,3,3,0.67,1.03,orthorhombic,-2.013,0.373,0,14.146,0.397,5.623,5.901,8.525,90,90,90,-6.598,0.762962963,0.6001494529,7.46,5.58,2.28,1.1,0.602350221
3685,3685,3685,RhNaO3,Rh,Na,0,not balanced,not balanced,0.61,1.02,rhombohedral,-0.917,0.316,0.4,13.693,0.246,5.797,5.797,5.797,59.7,59.7,59.7,-10.47,0.7555555556,0.5847802916,7.46,5.138999999999999,2.28,0.93,0.5873076984000001
3687,3687,3687,RhNdO3,Rh,Nd,0,3,3,0.67,0.98,orthorhombic,-1.95,0.386,0,13.655,0.355,5.487,5.883,8.46,90,90,90,-6.698,0.7259259259,0.6130281966,7.46,5.53,2.28,1.14,0.6150046374
3695,3695,3695,RhPrO3,Rh,Pr,0,3,3,0.67,0.99,orthorhombic,-1.925,0.39,-0.001,13.917,0.344,5.542,5.911,8.498,90,90,90,-6.823,0.7333333333,0.6104084179,7.46,5.46,2.28,1.13,0.6124313963
3729,3729,3729,RuBaO3,Ru,Ba,0,not balanced,not balanced,0.62,1.35,rhombohedral,-1.763,0.261,0.4,18.194,0.747,6.197,6.197,6.197,63.7,63.7,63.7,-12.327,1.0,0.5159260589,7.37,5.212000000000001,2.2,0.89,0.519402072
3751,3751,3751,RuKO3,Ru,K,0,5,1,0.57,1.38,orthorhombic,-1.187,0.265,0.2,18.927,0.273,6.246,6.378,9.503,90,90,90,-7.311,1.0222222222,0.49730586810000005,7.37,4.341,2.2,0.82,0.5010792658
3765,3765,3765,RuPbO3,Ru,Pb,0,2,4,0.68,0.78,rhombohedral,-0.941,0.347,0.4,15.822,0.216,5.873,5.873,5.873,64.8,64.8,64.8,-,0.5777777778000001,0.6739092797,7.37,7.416,2.2,2.33,0.6746706903
3780,3780,3780,RuSrO3,Ru,Sr,0,not balanced,not balanced,0.62,1.18,rhombohedral,-1.794,0.23,0.4,16.948,0.598,6.36,6.36,6.36,57,57,57,-11.44,0.8740740740999999,0.5505930272,7.37,5.695,2.2,0.95,0.5536262395
3797,3797,3797,SbAgO3,Sb,Ag,0,3,3,0.76,0.75,orthorhombic,-0.935,0.331,-,13.442,0.206,5.427,5.695,8.698,90,90,90,-0.728,0.5555555556,0.7104739563,8.641,7.5760000000000005,2.05,1.93,0.7103956498999999
3798,3798,3798,SbAlO3,Sb,Al,0,3,3,0.76,0.54,tetragonal,-2.282,0.141,-,11.23,1.287,3.592,3.592,4.352,90,90,90,4.409,0.4,0.7894155070000001,8.641,5.986000000000001,2.05,1.61,0.7872941481
3801,3801,3801,SbBO3,Sb,B,0,3,3,0.76,0.27,cubic,-1.1,1.001,-,8.51,1.554,3.491,3.491,3.491,90,90,90,3.328,0.2,0.9209847581999999,8.641,8.298,2.05,2.04,0.9145812259999999
3808,3808,3808,SbCoO3,Sb,Co,0,3,3,0.76,0.61,cubic,-0.969,0.549,0,10.413,0.194,3.734,3.734,3.734,90,90,90,2.075,0.4518518519,0.7612220961,8.641,7.86,2.05,1.88,0.759875944
3809,3809,3809,SbCrO3,Sb,Cr,0,3,3,0.76,0.62,orthorhombic,-1.891,0.139,0.6,11.448,0.811,5.272,5.679,7.647,90,90,90,2.906,0.4592592593,0.7573580245,8.641,6.766,2.05,1.66,0.7561141819
3815,3815,3815,SbFeO3,Sb,Fe,0,3,3,0.76,0.65,tetragonal,-1.503,0.151,0.999,12.504,0.906,3.681,3.681,4.615,90,90,90,1.172,0.4814814815,0.7459976542,8.641,7.87,2.05,1.83,0.7450490962999999
3816,3816,3816,SbGaO3,Sb,Ga,0,3,3,0.76,0.62,tetragonal,-1.712,0.129,-,12.241,1.364,3.627,3.627,4.653,90,90,90,2.757,0.4592592593,0.7573580245,8.641,5.999,2.05,1.81,0.7561141819
3824,3824,3824,SbKO3,Sb,K,0,not balanced,not balanced,0.68,1.38,orthorhombic,-1.599,0.294,-,17.022,1.688,5.053,5.704,11.812,90,90,90,-10.429,1.0222222222,0.5257973501,8.641,4.341,2.05,0.82,0.5290583111
3831,3831,3831,SbNaO3,Sb,Na,0,not balanced,not balanced,0.68,1.02,orthorhombic,-1.628,0.294,-,12.545,1.21,4.78,5.215,10.064,90,90,90,-9.071,0.7555555556,0.605665302,8.641,5.138999999999999,2.05,0.93,0.6077612004
3837,3837,3837,SbPaO3,Sb,Pa,0,element not in BV,element not in BV,0.68,0.91,orthorhombic,-2.143,0.242,0,16.276,1.179,6.35,6.358,8.062,90,90,90,2.381,0.6740740741,0.6351445866,8.641,5.89,2.05,1.5,0.6367022099
3844,3844,3844,SbRbO3,Sb,Rb,0,not balanced,not balanced,0.68,1.52,orthorhombic,-1.605,0.248,-,18.771,1.89,5.206,5.92,12.181,90,90,90,-11.304,1.1259259259,0.5001486989,8.641,4.177,2.05,0.82,0.5036925017
