Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor
SnPmO3,Sn,Pm,FALSE,element not in BV,element not in BV,0.81,0.97,cubic,-1.778,0.953,-0.004,17.465,0,4.437,4.437,4.437,90,90,90,-3.172,O,1.385,0.6590655561
SnPrO3,Sn,Pr,FALSE,2,4,0.81,0.85,cubic,-1.693,1.066,-0.199,18.05,0,4.486,4.486,4.486,90,90,90,-3.434,O,1.385,0.6944516263
SnPtO3,Sn,Pt,FALSE,element not in BV,element not in BV,0.81,0.67,cubic,-0.644,0.764,0.002,12.977,0,4.018,4.018,4.018,90,90,90,0.447,O,1.385,0.7552795059
SnPuO3,Sn,Pu,FALSE,element not in BV,element not in BV,0.81,0.83,orthorhombic,-2.505,0.205,0.8,15.417,0.586,5.843,6.202,8.51,90,90,90,-,O,1.385,0.7007220698
SnRbO3,Sn,Rb,FALSE,not balanced,not balanced,0.81,1.52,orthorhombic,-1.372,0.315,-,18.763,0,5.698,6.613,9.959,90,90,90,-9.375,O,1.385,0.5342855025
SnReO3,Sn,Re,FALSE,2,4,0.81,0.63,orthorhombic,-1.345,0.34,0,12.633,0,5.52,5.571,8.217,90,90,90,3.771,O,1.385,0.7702726475
SnRhO3,Sn,Rh,FALSE,2,4,0.81,0.6,cubic,-0.88,0.604,0.002,12.323,0,3.95,3.95,3.95,90,90,90,0.885,O,1.385,0.7819140477
SnRuO3,Sn,Ru,FALSE,2,4,0.81,0.62,orthorhombic,-1.225,0.327,0.002,11.647,0,5.372,5.536,7.833,90,90,90,2.761,O,1.385,0.7741144063
SnSbO3,Sn,Sb,FALSE,3,3,0.81,0.76,tetragonal,-1.382,0.316,-,14.951,0,4.135,4.135,4.372,90,90,90,2.386,O,1.385,0.7235894567
SnScO3,Sn,Sc,FALSE,3,3,0.81,0.75,cubic,-2.122,0.675,-0.01,13.425,0,4.064,4.064,4.064,90,90,90,-0.585,O,1.385,0.7269786345
SnSiO3,Sn,Si,FALSE,2,4,0.81,0.4,tetragonal,-2.097,0.362,-,11.247,0.865,3.477,3.477,4.652,90,90,90,5.029,O,1.385,0.8695234648
SnSmO3,Sn,Sm,FALSE,3,3,0.81,0.96,cubic,-1.816,0.992,-0.2,17.249,0,4.418,4.418,4.418,90,90,90,-2.933,O,1.385,0.6618760702
Sn2O3,Sn,Sn,FALSE,not balanced,not balanced,0.81,0.69,orthorhombic,-1.6,0.187,-,13.411,1.158,5.682,5.776,8.173,90,90,90,3.443,O,1.385,0.7479997035
SnSrO3,Sn,Sr,FALSE,not balanced,not balanced,0.81,1.18,orthorhombic,-2.223,0.273,-,16.198,1.174,5.743,5.798,9.73,90,90,90,-6.916,O,1.385,0.6051069726
SnTaO3,Sn,Ta,FALSE,2,4,0.81,0.68,tetragonal,-2.223,0.308,0,13.398,0,4.045,4.069,4.069,90,90,90,5.007,O,1.385,0.7516219781
SnTbO3,Sn,Tb,FALSE,2,4,0.81,0.76,cubic,-1.8,0.916,-0.196,16.311,0,4.337,4.337,4.337,90,90,90,-2.406,O,1.385,0.7235894567
SnTcO3,Sn,Tc,FALSE,element not in BV,element not in BV,0.81,0.6,orthorhombic,-1.404,0.278,0.352,12.362,0,5.541,5.648,7.9,90,90,90,3.489,O,1.385,0.7819140477
SnTeO3,Sn,Te,FALSE,2,4,0.81,0.97,cubic,-1.032,0.53,-,15.193,0,4.235,4.235,4.235,90,90,90,2.517,O,1.385,0.6590655561
SnThO3,Sn,Th,FALSE,2,4,0.81,0.94,cubic,-2.51,0.647,0,19.05,0.645,4.567,4.567,4.567,90,90,90,3.095,O,1.385,0.6675696278
SnTiO3,Sn,Ti,FALSE,2,4,0.81,0.61,tetragonal,-2.488,0.078,0,12.534,0.744,3.867,3.867,4.192,90,90,90,4.657,O,1.385,0.777994679
SnTlO3,Sn,Tl,FALSE,3,3,0.81,0.89,orthorhombic,-1.169,0.357,-,14.367,0,5.694,5.824,8.665,90,90,90,-2.983,O,1.385,0.6822414878
SnTmO3,Sn,Tm,FALSE,3,3,0.81,0.88,cubic,-2.049,0.825,-0.198,15.495,0,4.263,4.263,4.263,90,90,90,-1.145,O,1.385,0.6852535915
SnUO3,Sn,U,FALSE,2,4,0.81,0.89,cubic,-2.396,0.511,0.274,16.719,0,4.372,4.372,4.372,90,90,90,3.267,O,1.385,0.6822414878
SnVO3,Sn,V,FALSE,2,4,0.81,0.58,orthorhombic,-2.01,0.198,0.351,11.57,0,5.411,5.574,7.672,90,90,90,3.118,O,1.385,0.7898724604
SnWO3,Sn,W,FALSE,2,4,0.81,0.66,cubic,-1.678,0.279,0,12.775,0,3.997,3.997,3.997,90,90,90,4.517,O,1.385,0.7589728043
SnYO3,Sn,Y,FALSE,3,3,0.81,0.9,cubic,-1.911,0.922,0,16.31,0,4.336,4.336,4.336,90,90,90,-2.492,O,1.385,0.6792557482
SnYbO3,Sn,Yb,FALSE,3,3,0.81,0.87,orthorhombic,-2.424,0.262,-,13.313,0.788,5.62,5.644,8.395,90,90,90,-5.343,O,1.385,0.6882924101
SnZnO3,Sn,Zn,FALSE,not balanced,not balanced,0.81,0.74,cubic,-0.854,0.977,-,11.387,0,3.847,3.847,3.847,90,90,90,-3.811,O,1.385,0.7303997104
SnZrO3,Sn,Zr,FALSE,2,4,0.81,0.72,tetragonal,-2.627,0.167,0,14.31,1.659,4.051,4.051,4.359,90,90,90,4.877,O,1.385,0.7373393752
SrAcO3,Sr,Ac,FALSE,element not in BV,element not in BV,1.44,1.12,orthorhombic,-2.874,0.152,0.2,18.136,0,6.232,6.48,8.981,90,90,90,-0.007,O,1.385,0.7974357912
SrAgO3,Sr,Ag,FALSE,not balanced,not balanced,1.44,0.95,orthorhombic,-1.31,0.092,-,13.387,0,5.703,5.839,8.04,90,90,90,-0.289,O,1.385,0.8554932149
SrAlO3,Sr,Al,FALSE,not balanced,not balanced,1.44,0.54,orthorhombic,-2.87,0.09,-,10.977,0,5.374,5.374,7.603,90,90,90,0.641,O,1.385,1.0377021594
SrAsO3,Sr,As,FALSE,not balanced,not balanced,1.44,0.52,tetragonal,-2.144,0.21,-,12.67,0,3.858,3.858,4.256,90,90,90,2.375,O,1.385,1.0485966703
SrAuO3,Sr,Au,FALSE,element not in BV,element not in BV,1.44,0.93,orthorhombic,-1.376,0.192,-,13.581,0,5.783,5.937,7.91,90,90,90,0.04,O,1.385,0.862884085
SrBO3,Sr,B,FALSE,not balanced,not balanced,1.44,0.27,cubic,-1.702,1.046,-,9.085,0,3.568,3.568,3.568,90,90,90,-1.392,O,1.385,1.2069949588
SrBaO3,Sr,Ba,FALSE,not balanced,not balanced,1.44,1.35,cubic,-1.631,0.818,-,19.726,0,4.62,4.62,4.62,90,90,90,-1.445,O,1.385,0.7303753773
SrBeO3,Sr,Be,FALSE,not balanced,not balanced,1.44,0.45,tetragonal,-2.038,0.444,-,10.793,0,3.36,3.36,4.78,90,90,90,-1.601,O,1.385,1.0885976332
SrBiO3,Sr,Bi,FALSE,not balanced,not balanced,1.44,0.9,orthorhombic,-2.088,0.012,-,15.532,0,5.951,6.133,8.511,90,90,90,1.616,O,1.385,0.8742129789
SrCaO3,Sr,Ca,FALSE,not balanced,not balanced,1.44,1,cubic,-1.973,0.6,-,15.836,0,4.294,4.294,4.294,90,90,90,-1.703,O,1.385,0.8375583467
SrCdO3,Sr,Cd,FALSE,not balanced,not balanced,1.44,0.95,orthorhombic,-1.506,0.284,-,14.211,0,5.82,5.978,8.17,90,90,90,-0.864,O,1.385,0.8554932149
SrCeO3,Sr,Ce,TRUE,2,4,1.44,0.87,orthorhombic,-2.806,0.191,0.2,17.32,0,6.143,6.377,8.842,90,90,90,-0.685,O,1.385,0.8858433068
SrCoO3,Sr,Co,TRUE,2,4,1.44,0.53,orthorhombic,-1.904,0.014,0.629,11.426,0,5.398,5.403,7.835,90,90,90,0.687,O,1.385,1.0431209696
SrCrO3,Sr,Cr,FALSE,2,4,1.44,0.55,orthorhombic,-2.561,0.041,0.4,11.412,0.777,5.457,5.457,7.664,90,90,90,1.791,O,1.385,1.0323393575
SrCsO3,Sr,Cs,FALSE,not balanced,not balanced,1.44,1.67,cubic,-0.835,0.985,-,18.43,0,4.517,4.517,4.517,90,90,90,-1.097,O,1.385,0.6538712461
SrCuO3,Sr,Cu,FALSE,not balanced,not balanced,1.44,0.68,orthorhombic,-1.547,0.071,-,11.296,0,5.424,5.435,7.662,90,90,90,-0.061,O,1.385,0.9673494706
SrDyO3,Sr,Dy,FALSE,not balanced,not balanced,1.44,0.99,orthorhombic,-3.004,0.158,0.2,15.533,0,5.974,6.145,8.462,90,90,90,-0.448,O,1.385,0.8410849081
SrErO3,Sr,Er,FALSE,not balanced,not balanced,1.44,0.89,orthorhombic,-3.036,0.151,0.2,15.222,0,5.936,6.101,8.406,90,90,90,-0.37,O,1.385,0.8780556733
SrEuO3,Sr,Eu,FALSE,not balanced,not balanced,1.44,1.06,cubic,-2.133,0.521,0.037,15.52,0,4.265,4.265,4.265,90,90,90,-1.035,O,1.385,0.8170047676
SrFeO3,Sr,Fe,FALSE,2,4,1.44,0.59,orthorhombic,-2.188,-0.015,0.808,11.449,0,5.447,5.454,7.707,90,90,90,1.378,O,1.385,1.0114312187
SrGaO3,Sr,Ga,FALSE,not balanced,not balanced,1.44,0.62,cubic,-2.215,0.169,-,12.022,0,3.917,3.917,3.917,90,90,90,-0.172,O,1.385,0.9962975845
SrGdO3,Sr,Gd,FALSE,not balanced,not balanced,1.44,0.94,orthorhombic,-2.967,0.166,0.2,15.863,0,6.005,6.188,8.537,90,90,90,-0.521,O,1.385,0.8591727556
SrGeO3,Sr,Ge,FALSE,2,4,1.44,0.53,cubic,-2.434,0.143,-,11.292,0.308,3.836,3.836,3.836,90,90,90,4.097,O,1.385,1.0431209696
SrHfO3,Sr,Hf,TRUE,2,4,1.44,0.71,orthorhombic,-3.653,0,0,13.589,4.43,5.751,5.792,8.159,90,90,90,6.856,O,1.385,0.9534972109
SrHgO3,Sr,Hg,FALSE,not balanced,not balanced,1.44,1.11,orthorhombic,-1.314,0.196,-,15.005,0,5.934,6.607,7.655,90,90,90,-0.562,O,1.385,0.8006319266
SrHoO3,Sr,Ho,FALSE,not balanced,not balanced,1.44,0.9,orthorhombic,-3.02,0.153,0.2,15.378,0,5.952,6.124,8.438,90,90,90,-0.41,O,1.385,0.8742129789
SrInO3,Sr,In,FALSE,not balanced,not balanced,1.44,0.8,orthorhombic,-2.013,0.182,-,14.22,0,5.836,5.912,8.242,90,90,90,-0.561,O,1.385,0.9142227262
SrIrO3,Sr,Ir,TRUE,2,4,1.44,0.63,orthorhombic,-1.838,0.025,0.048,12.424,0,5.55,5.674,7.891,90,90,90,1.995,O,1.385,0.9913531796
SrKO3,Sr,K,FALSE,not balanced,not balanced,1.44,1.38,cubic,-0.607,1.22,-,16.165,0,4.324,4.324,4.324,90,90,90,-3.24,O,1.385,0.7224508705
SrLaO3,Sr,La,FALSE,not balanced,not balanced,1.44,1.03,orthorhombic,-2.923,0.17,0.2,17.059,0,6.108,6.348,8.798,90,90,90,-0.358,O,1.385,0.8271538952
SrLiO3,Sr,Li,FALSE,not balanced,not balanced,1.44,0.76,cubic,-1.408,0.536,-,10.996,0,3.802,3.802,3.802,90,90,90,-1.469,O,1.385,0.9312711687
SrLuO3,Sr,Lu,FALSE,not balanced,not balanced,1.44,0.86,orthorhombic,-3.083,0.135,0.2,14.746,0,5.862,6.03,8.343,90,90,90,-0.142,O,1.385,0.8897891567
SrMgO3,Sr,Mg,FALSE,not balanced,not balanced,1.44,0.72,orthorhombic,-2.132,0.342,-,12.394,0,5.219,5.949,7.984,90,90,90,-0.975,O,1.385,0.9489675329
SrMnO3,Sr,Mn,TRUE,2,4,1.44,0.53,orthorhombic,-2.368,0.041,0.6,11.38,0,5.425,5.446,7.703,90,90,90,1.412,O,1.385,1.0431209696
SrMoO3,Sr,Mo,TRUE,2,4,1.44,0.65,orthorhombic,-2.611,0.026,0.001,12.645,0,5.632,5.635,7.968,90,90,90,5.296,O,1.385,0.9816101508
SrNaO3,Sr,Na,FALSE,not balanced,not balanced,1.44,1.02,cubic,-0.994,0.835,-,13.882,0,4.11,4.11,4.11,90,90,90,-2.302,O,1.385,0.8305932045
SrNbO3,Sr,Nb,TRUE,2,4,1.44,0.68,orthorhombic,-3.022,-0.011,0,13.268,0,5.71,5.732,8.108,90,90,90,5.907,O,1.385,0.9673494706
SrNdO3,Sr,Nd,FALSE,not balanced,not balanced,1.44,0.98,orthorhombic,-2.865,0.186,0.2,16.743,0,6.095,6.303,8.717,90,90,90,-0.671,O,1.385,0.8446412925
SrNiO3,Sr,Ni,FALSE,2,4,1.44,0.48,orthorhombic,-1.665,0.127,0.001,11.363,0,5.434,5.442,7.686,90,90,90,0.19,O,1.385,1.0710866793
SrNpO3,Sr,Np,FALSE,element not in BV,element not in BV,1.44,0.86,orthorhombic,-3.418,-0.014,0.6,16.005,2.6,6.008,6.182,8.619,90,90,90,-,O,1.385,0.8897891567
SrOsO3,Sr,Os,FALSE,element not in BV,element not in BV,1.44,0.57,orthorhombic,-1.941,-0.067,0.196,12.35,0,5.588,5.598,7.897,90,90,90,3.325,O,1.385,1.0217783411
SrPaO3,Sr,Pa,FALSE,element not in BV,element not in BV,1.44,0.91,orthorhombic,-3.18,-0.144,0.2,16.648,2.529,6.087,6.268,8.727,90,90,90,5.517,O,1.385,0.870403772
SrPbO3,Sr,Pb,TRUE,2,4,1.44,0.78,orthorhombic,-1.995,-0.043,-,14.902,1.042,5.881,6.041,8.389,90,90,90,1.78,O,1.385,0.9226682018
SrPdO3,Sr,Pd,FALSE,2,4,1.44,0.62,orthorhombic,-1.636,-0.058,-,12.586,0.299,5.588,5.683,7.927,90,90,90,0.177,O,1.385,0.9962975845
SrPmO3,Sr,Pm,FALSE,element not in BV,element not in BV,1.44,0.97,orthorhombic,-2.897,0.178,0.2,16.476,0,6.066,6.266,8.67,90,90,90,-0.597,O,1.385,0.8482278798
SrPrO3,Sr,Pr,FALSE,2,4,1.44,0.85,orthorhombic,-2.838,0.187,0.2,16.993,0,6.11,6.342,8.771,90,90,90,-0.673,O,1.385,0.8937703163
SrPtO3,Sr,Pt,FALSE,element not in BV,element not in BV,1.44,0.67,orthorhombic,-1.708,-0.013,0,12.705,0.616,5.595,5.719,7.942,90,90,90,0.713,O,1.385,0.9720567673
SrPuO3,Sr,Pu,TRUE,element not in BV,element not in BV,1.44,0.83,orthorhombic,-3.33,-0.179,0.8,15.748,1.949,5.979,6.147,8.57,90,90,90,3.783,O,1.385,0.9018404771
SrRbO3,Sr,Rb,FALSE,not balanced,not balanced,1.44,1.52,cubic,-0.615,1.199,-,16.385,0,4.343,4.343,4.343,90,90,90,-2.49,O,1.385,0.6876339611
SrReO3,Sr,Re,FALSE,2,4,1.44,0.63,rhombohedral,-2.232,0.119,0.006,12.456,0,5.59,5.59,5.59,60.4,60.4,60.4,4.409,O,1.385,0.9913531796
SrRhO3,Sr,Rh,FALSE,2,4,1.44,0.6,orthorhombic,-1.856,-0.006,0.2,12.33,0,5.553,5.635,7.882,90,90,90,1.774,O,1.385,1.0063358473
SrRuO3,Sr,Ru,TRUE,2,4,1.44,0.62,orthorhombic,-2.024,-0.013,0.396,12.293,0,5.574,5.586,7.896,90,90,90,3.136,O,1.385,0.9962975845
SrSbO3,Sr,Sb,FALSE,not balanced,not balanced,1.44,0.68,orthorhombic,-2.268,0.078,-,14.308,0,5.825,5.923,8.295,90,90,90,2.819,O,1.385,0.9673494706
SrScO3,Sr,Sc,FALSE,not balanced,not balanced,1.44,0.75,orthorhombic,-3.05,0.091,0.2,13.599,0,5.743,5.813,8.148,90,90,90,-0.088,O,1.385,0.9356330945
SrSiO3,Sr,Si,FALSE,2,4,1.44,0.4,tetragonal,-2.989,0.287,-,11.198,2.148,3.465,3.465,4.662,90,90,90,6.066,O,1.385,1.1190905641
SrSmO3,Sr,Sm,FALSE,not balanced,not balanced,1.44,0.96,orthorhombic,-2.912,0.175,0.2,16.302,0,6.051,6.246,8.627,90,90,90,-0.583,O,1.385,0.8518450562
SrSnO3,Sr,Sn,TRUE,2,4,1.44,0.69,orthorhombic,-2.495,-0.042,-,13.439,2.116,5.733,5.766,8.131,90,90,90,3.937,O,1.385,0.9626875455
Sr2O3,Sr,Sr,FALSE,not balanced,not balanced,1.44,1.18,cubic,-1.738,0.735,-,17.697,0,4.456,4.456,4.456,90,90,90,-1.979,O,1.385,0.7787823224
SrTaO3,Sr,Ta,FALSE,2,4,1.44,0.68,orthorhombic,-3.121,0.044,0,13.11,0,5.691,5.703,8.078,90,90,90,6.161,O,1.385,0.9673494706
SrTbO3,Sr,Tb,FALSE,2,4,1.44,0.76,orthorhombic,-2.854,0.163,0.2,15.685,0,5.979,6.167,8.507,90,90,90,-0.493,O,1.385,0.9312711687
SrTcO3,Sr,Tc,FALSE,element not in BV,element not in BV,1.44,0.6,orthorhombic,-2.295,-0.097,0.254,12.379,0,5.587,5.596,7.918,90,90,90,4.148,O,1.385,1.0063358473
SrTeO3,Sr,Te,FALSE,2,4,1.44,0.97,rhombohedral,-2.018,0.193,-,14.971,0.441,5.926,5.926,5.926,60.8,60.8,60.8,3.152,O,1.385,0.8482278798
SrThO3,Sr,Th,FALSE,2,4,1.44,0.94,orthorhombic,-3.649,0.071,0,17.178,4.252,6.145,6.331,8.831,90,90,90,5.721,O,1.385,0.8591727556
SrTiO3,Sr,Ti,TRUE,2,4,1.44,0.61,rhombohedral,-3.354,-0.046,0,12.003,2.009,5.533,5.533,5.533,60.1,60.1,60.1,5.504,O,1.385,1.0012915573
SrTlO3,Sr,Tl,FALSE,not balanced,not balanced,1.44,1.2,orthorhombic,-1.58,0.163,-,15.014,0,5.874,6.131,8.338,90,90,90,-0.67,O,1.385,0.7727569272
SrTmO3,Sr,Tm,FALSE,not balanced,not balanced,1.44,0.96,orthorhombic,-3.059,0.146,0.2,15.041,0,5.912,6.079,8.37,90,90,90,-0.296,O,1.385,0.8518450562
SrUO3,Sr,U,TRUE,2,4,1.44,0.89,orthorhombic,-3.487,-0.018,0.4,16.258,2.645,6.026,6.228,8.664,90,90,90,5.193,O,1.385,0.8780556733
SrVO3,Sr,V,TRUE,2,4,1.44,0.58,orthorhombic,-2.882,-0.002,0.2,11.693,0,5.437,5.441,7.904,90,90,90,3.786,O,1.385,1.0165784513
SrWO3,Sr,W,FALSE,2,4,1.44,0.66,cubic,-2.596,0.149,0,12.736,0,3.993,3.993,3.993,90,90,90,5.437,O,1.385,0.9768101012
SrYO3,Sr,Y,FALSE,not balanced,not balanced,1.44,0.9,orthorhombic,-2.979,0.161,0.2,15.653,0,6.007,6.188,8.423,90,90,90,-0.576,O,1.385,0.8742129789
SrYbO3,Sr,Yb,FALSE,not balanced,not balanced,1.44,0.95,orthorhombic,-2.491,0.208,-,14.918,2.625,6.401,6.586,7.077,90,90,90,-0.984,O,1.385,0.8554932149
SrZnO3,Sr,Zn,FALSE,not balanced,not balanced,1.44,0.74,orthorhombic,-1.706,0.25,-,12.088,0,5.545,5.55,7.855,90,90,90,-0.611,O,1.385,0.9400360738
SrZrO3,Sr,Zr,TRUE,2,4,1.44,0.72,orthorhombic,-3.502,-0.081,0,13.995,3.938,5.797,5.863,8.234,90,90,90,-,O,1.385,0.9489675329
TaAcO3,Ta,Ac,FALSE,element not in BV,element not in BV,0.74,1.12,rhombohedral,-2.889,0.216,0,17.361,1.223,6.155,6.155,6.155,62.4,62.4,62.4,-6.053,O,1.385,0.5998410818
TaAgO3,Ta,Ag,FALSE,not balanced,not balanced,0.74,0.95,orthorhombic,-2.019,0.246,0,14.157,1.609,5.492,5.917,8.713,90,90,90,-11.587,O,1.385,0.6435125953
TaAlO3,Ta,Al,FALSE,not balanced,not balanced,0.74,0.54,cubic,-1.936,1.036,0.334,9.578,0,3.631,3.631,3.631,90,90,90,3.961,O,1.385,0.7805724208
TaAsO3,Ta,As,FALSE,not balanced,not balanced,0.74,0.52,cubic,-0.383,2.049,0.513,12.017,0,3.917,3.917,3.917,90,90,90,-0.797,O,1.385,0.7887674068
TaAuO3,Ta,Au,FALSE,element not in BV,element not in BV,0.74,0.93,cubic,0.335,2.573,0.42,13.367,0,4.058,4.058,4.058,90,90,90,-8.366,O,1.385,0.6490720994
TaBO3,Ta,B,FALSE,4,2,0.68,0.27,cubic,-1.101,1.649,0.086,7.765,0,3.386,3.386,3.386,90,90,90,1.296,O,1.385,0.8822812708
TaBaO3,Ta,Ba,FALSE,not balanced,not balanced,0.74,1.35,orthorhombic,-2.791,0.359,-0.001,17.807,0.304,5.529,6.608,9.748,90,90,90,-3.556,O,1.385,0.5493974077
TaBeO3,Ta,Be,FALSE,4,2,0.68,0.45,cubic,-1.946,0.993,0.001,7.821,0,3.394,3.394,3.394,90,90,90,3.022,O,1.385,0.795735969
TaBiO3,Ta,Bi,FALSE,1,5,0.74,0.76,cubic,-0.046,2.423,0.58,15.692,0,4.281,4.281,4.281,90,90,90,-5.978,O,1.385,0.700513711
TaCaO3,Ta,Ca,FALSE,not balanced,not balanced,0.74,1,rhombohedral,-2.781,0.395,0.2,14.622,0,5.996,5.996,5.996,58.2,58.2,58.2,-,O,1.385,0.6300217652
TaCdO3,Ta,Cd,FALSE,not balanced,not balanced,0.74,0.95,orthorhombic,-2.001,0.48,0,12.766,0,5.622,6.378,7.121,90,90,90,-12.014,O,1.385,0.6435125953
TaCeO3,Ta,Ce,FALSE,2,4,0.74,0.87,cubic,-0.711,2.478,0.396,18.308,0,4.507,4.507,4.507,90,90,90,-13.22,O,1.385,0.6663423104
TaCoO3,Ta,Co,FALSE,2,4,0.74,0.53,cubic,-0.878,1.6,-0.112,9.555,0,3.629,3.629,3.629,90,90,90,-0.411,O,1.385,0.784648517
TaCrO3,Ta,Cr,FALSE,1,5,0.74,0.49,orthorhombic,-2.33,0.332,0.599,10.669,0,5.225,6.038,6.765,90,90,90,-2.758,O,1.385,0.8013876853
TaCsO3,Ta,Cs,FALSE,not balanced,not balanced,0.74,1.67,rhombohedral,-2.037,0.808,0,23.8,1.439,7.021,7.021,7.021,58.8,58.8,58.8,-,O,1.385,0.4918500524
TaCuO3,Ta,Cu,FALSE,not balanced,not balanced,0.74,0.68,orthorhombic,-2.181,0.216,0,11.068,0,4.832,5.157,8.882,90,90,90,-1.882,O,1.385,0.7276522567
TaDyO3,Ta,Dy,FALSE,not balanced,not balanced,0.74,0.99,cubic,-1.295,2.033,0.399,15.203,0,4.236,4.236,4.236,90,90,90,-9.365,O,1.385,0.6326744884
TaErO3,Ta,Er,FALSE,not balanced,not balanced,0.74,0.89,cubic,-1.398,1.944,0.399,14.694,0,4.188,4.188,4.188,90,90,90,-8.576,O,1.385,0.6604843561
TaEuO3,Ta,Eu,FALSE,not balanced,not balanced,0.74,1.06,orthorhombic,-2.955,0.394,-0.002,13.999,0,5.6,6.202,8.061,90,90,90,-16.488,O,1.385,0.6145611084
TaFeO3,Ta,Fe,FALSE,2,4,0.74,0.59,cubic,-0.862,1.698,1.261,10.777,0,3.777,3.777,3.777,90,90,90,-4.452,O,1.385,0.7608110937
TaGaO3,Ta,Ga,FALSE,not balanced,not balanced,0.74,0.62,orthorhombic,-2.109,0.432,0,13.193,0,6.13,6.396,6.729,90,90,90,1.424,O,1.385,0.7494273865
TaGdO3,Ta,Gd,FALSE,not balanced,not balanced,0.74,0.94,cubic,-1.179,2.13,0.398,15.797,0,4.291,4.291,4.291,90,90,90,-10.218,O,1.385,0.6462803914
TaGeO3,Ta,Ge,FALSE,2,4,0.74,0.53,cubic,-0.758,1.717,0.533,10.96,0,3.798,3.798,3.798,90,90,90,0.27,O,1.385,0.784648517
TaHfO3,Ta,Hf,FALSE,2,4,0.74,0.71,cubic,-1.814,1.366,0.594,13.342,0,4.056,4.056,4.056,90,90,90,-3.616,O,1.385,0.7172324153
TaHgO3,Ta,Hg,FALSE,not balanced,not balanced,0.74,1.11,orthorhombic,-1.903,0.379,0,16.518,0,5.517,6.317,9.48,90,90,90,-8.894,O,1.385,0.6022452545
TaHoO3,Ta,Ho,FALSE,not balanced,not balanced,0.74,0.9,cubic,-1.348,1.991,0.399,14.928,0,4.21,4.21,4.21,90,90,90,-8.96,O,1.385,0.6575938337
TaInO3,Ta,In,FALSE,not balanced,not balanced,0.74,0.8,rhombohedral,-1.849,0.665,0,13.199,0,5.415,5.415,5.415,68.3,68.3,68.3,-,O,1.385,0.6876896613
TaIrO3,Ta,Ir,FALSE,1,5,0.74,0.57,cubic,-0.109,2.242,0.339,11.992,0,3.914,3.914,3.914,90,90,90,-7.068,O,1.385,0.7685943274
TaKO3,Ta,K,FALSE,not balanced,not balanced,0.74,1.38,orthorhombic,-2.684,0.236,0,17.643,3.635,5.769,5.851,10.454,90,90,90,-21.785,O,1.385,0.5434364955
TaLaO3,Ta,La,FALSE,not balanced,not balanced,0.74,1.03,cubic,-0.839,2.464,0.397,17.927,0,4.475,4.475,4.475,90,90,90,-12.769,O,1.385,0.6221954079
TaLiO3,Ta,Li,FALSE,not balanced,not balanced,0.74,0.76,orthorhombic,-2.828,0.138,0,9.486,2.991,4.748,5.105,7.828,90,90,90,-2.44,O,1.385,0.700513711
TaLuO3,Ta,Lu,FALSE,not balanced,not balanced,0.74,0.86,cubic,-1.546,1.814,0.399,13.976,0,4.119,4.119,4.119,90,90,90,-7.371,O,1.385,0.6693104276
TaMgO3,Ta,Mg,FALSE,not balanced,not balanced,0.74,0.72,cubic,-1.513,1.481,0.073,9.856,0,3.666,3.666,3.666,90,90,90,-3.104,O,1.385,0.7138251354
TaMnO3,Ta,Mn,FALSE,2,4,0.74,0.53,cubic,-1.071,1.599,1.164,10.902,0,3.792,3.792,3.792,90,90,90,-5.179,O,1.385,0.784648517
TaMoO3,Ta,Mo,FALSE,1,5,0.74,0.61,cubic,-0.874,1.64,0.52,12.056,0,3.921,3.921,3.921,90,90,90,-2.235,O,1.385,0.7531839148
TaNaO3,Ta,Na,FALSE,not balanced,not balanced,0.74,1.02,orthorhombic,-2.633,0.298,0,12.859,2.958,5.468,5.632,8.351,90,90,90,-11.349,O,1.385,0.624782499
TaNbO3,Ta,Nb,FALSE,1,5,0.74,0.64,cubic,-1.255,1.367,0.588,12.854,0,4.006,4.006,4.006,90,90,90,-0.321,O,1.385,0.7420256346
TaNdO3,Ta,Nd,FALSE,not balanced,not balanced,0.74,0.98,cubic,-0.881,2.371,0.4,17.377,0,4.429,4.429,4.429,90,90,90,-12.189,O,1.385,0.6353496448
TaNiO3,Ta,Ni,FALSE,2,4,0.74,0.48,cubic,-0.846,1.629,0.488,9.797,0,3.659,3.659,3.659,90,90,90,-0.846,O,1.385,0.8056846703
TaNpO3,Ta,Np,FALSE,element not in BV,element not in BV,0.74,0.86,rhombohedral,-2.79,0.313,0.8,15.29,0.55,5.749,5.749,5.749,66.4,66.4,66.4,-0.811,O,1.385,0.6693104276
TaOsO3,Ta,Os,FALSE,element not in BV,element not in BV,0.74,0.57,cubic,-0.224,2.141,0.238,11.821,0,3.895,3.895,3.895,90,90,90,-6.274,O,1.385,0.7685943274
TaPaO3,Ta,Pa,FALSE,element not in BV,element not in BV,0.74,0.91,cubic,-1.248,1.488,0.771,16.707,0,4.371,4.371,4.371,90,90,90,0.234,O,1.385,0.6547285011
