,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN
118,AgPrO3,Ag,Pr,False,not balanced,not balanced,1.28,0.92,orthorhombic,-1.624,0.276,-0.001,14.835,0,5.914,6.088,8.241,90,90,90,-3.23,O,1.385,0.8175442828,1.93,1.13,3.44
119,AgPtO3,Ag,Pt,False,element not in BV,element not in BV,1.28,0.67,orthorhombic,-0.389,0.162,0.185,11.472,0,5.39,5.527,7.702,90,90,90,-0.739,O,1.385,0.9170022248,1.93,2.28,3.44
120,AgPuO3,Ag,Pu,False,element not in BV,element not in BV,1.28,0.83,orthorhombic,-2.016,0.046,0.6,14.166,0.997,5.67,5.99,8.343,90,90,90,0.281,O,1.385,0.8507627864,1.93,1.28,3.44
121,AgRbO3,Ag,Rb,False,not balanced,not balanced,1.28,1.52,cubic,0.957,1.699,-,16.106,0,4.318,4.318,4.318,90,90,90,-12.398,O,1.385,0.6486883207999999,1.93,0.82,3.44
122,AgReO3,Ag,Re,False,1,5,1.28,0.58,cubic,-1.22,0.301,0,11.768,0,3.889,3.889,3.889,90,90,90,4.367,O,1.385,0.9590023266,1.93,1.9,3.44
123,AgRhO3,Ag,Rh,False,not balanced,not balanced,1.28,0.61,orthorhombic,-0.541,0.188,0.038,11.041,0,5.357,5.411,7.617,90,90,90,0.287,O,1.385,0.944581239,1.93,2.28,3.44
124,AgRuO3,Ag,Ru,False,1,5,1.28,0.57,rhombohedral,-0.754,0.112,0.1,11.148,0,5.375,5.375,5.375,60.7,60.7,60.7,1.891,O,1.385,0.9639077093999999,1.93,2.2,3.44
125,AgSbO3,Ag,Sb,True,1,5,1.28,0.6,orthorhombic,-1.157,0.109,-,12.152,0,5.539,5.591,7.848,90,90,90,2.278,O,1.385,0.9493398346999999,1.93,2.05,3.44
126,AgScO3,Ag,Sc,False,not balanced,not balanced,1.28,0.75,orthorhombic,-1.781,0.235,0.001,11.772,0,5.276,5.635,7.918,90,90,90,-2.029,O,1.385,0.8826414856,1.93,1.36,3.44
127,AgSiO3,Ag,Si,False,not balanced,not balanced,1.28,0.4,tetragonal,-1.63,0.32,-,10.221,0,3.32,3.32,4.638,90,90,90,0.186,O,1.385,1.0557084436,1.93,1.9,3.44
128,AgSmO3,Ag,Sm,False,not balanced,not balanced,1.28,0.96,cubic,-1.22,0.743,0.054,17.49,0,4.439,4.439,4.439,90,90,90,-3.43,O,1.385,0.8035989645,1.93,1.17,3.44
129,AgSnO3,Ag,Sn,False,not balanced,not balanced,1.28,0.69,orthorhombic,-1.126,0.152,-,12.255,0,5.392,5.661,8.03,90,90,90,-0.512,O,1.385,0.9081636490999999,1.93,1.96,3.44
130,AgSrO3,Ag,Sr,False,not balanced,not balanced,1.28,1.18,orthorhombic,-1.047,0.354,-,14.274,0,6.337,6.414,7.024,90,90,90,-7.543,O,1.385,0.734674297,1.93,0.95,3.44
131,AgTaO3,Ag,Ta,True,1,5,1.28,0.64,rhombohedral,-2.247,0.018,0,12.114,2.03,5.584,5.584,5.584,59.3,59.3,59.3,5.586,O,1.385,0.9305874429000001,1.93,1.5,3.44
132,AgTbO3,Ag,Tb,False,not balanced,not balanced,1.28,0.84,cubic,-1.177,0.716,-0.001,16.469,0,4.351,4.351,4.351,90,90,90,-3.403,O,1.385,0.8469391334,1.93,-,3.44
133,AgTcO3,Ag,Tc,False,element not in BV,element not in BV,1.28,0.6,rhombohedral,-1.141,0.172,0.003,11.35,0,5.442,5.442,5.442,59.8,59.8,59.8,3.523,O,1.385,0.9493398346999999,1.93,1.9,3.44
134,AgTeO3,Ag,Te,False,not balanced,not balanced,1.28,0.77,orthorhombic,-0.835,0.14,-,12.872,0,5.62,5.719,8.01,90,90,90,1.213,O,1.385,0.8744499173,1.93,2.1,3.44
135,AgThO3,Ag,Th,False,not balanced,not balanced,1.28,0.94,cubic,-2.063,0.585,-0.115,17.974,0,4.479,4.479,4.479,90,90,90,-0.696,O,1.385,0.8105116438,1.93,1.3,3.44
136,AgTiO3,Ag,Ti,False,not balanced,not balanced,1.28,0.71,orthorhombic,-1.915,0.137,0.006,11.01,0,5.41,5.418,7.512,90,90,90,-0.16,O,1.385,0.8994938291,1.93,1.54,3.44
137,AgTlO3,Ag,Tl,False,not balanced,not balanced,1.28,1.2,cubic,0.113,0.694,-,14.969,0,4.214,4.214,4.214,90,90,90,-3.625,O,1.385,0.7289901631999999,1.93,1.62,3.44
138,AgTmO3,Ag,Tm,False,not balanced,not balanced,1.28,0.96,cubic,-1.419,0.66,0,15.687,0,4.281,4.281,4.281,90,90,90,-3.122,O,1.385,0.8035989645,1.93,1.25,3.44
139,AgUO3,Ag,U,False,1,5,1.28,0.76,rhombohedral,-2.513,-0.009,0.2,14.714,2.636,6.032,6.032,6.032,57.7,57.7,57.7,3.748,O,1.385,0.8785266069,1.93,1.38,3.44
140,AgVO3,Ag,V,True,1,5,1.28,0.54,tetragonal,-1.582,0.125,0,11.419,0.341,3.684,3.684,4.208,90,90,90,1.832,O,1.385,0.9789296476999999,1.93,1.63,3.44
141,AgWO3,Ag,W,False,1,5,1.28,0.62,cubic,-1.675,0.281,0,12.02,0,3.917,3.917,3.917,90,90,90,5.198,O,1.385,0.9398701106999999,1.93,2.36,3.44
142,AgYO3,Ag,Y,False,not balanced,not balanced,1.28,0.9,cubic,-1.373,0.643,0.401,16.597,0,4.362,4.362,4.362,90,90,90,-2.727,O,1.385,0.8247000314,1.93,1.22,3.44
143,AgYbO3,Ag,Yb,False,not balanced,not balanced,1.28,0.95,orthorhombic,-1.234,0.281,-,12.637,0,5.8,5.981,7.285,90,90,90,-5.322,O,1.385,0.8070405019,1.93,-,3.44
144,AgZnO3,Ag,Zn,False,not balanced,not balanced,1.28,0.74,cubic,-0.13,0.642,-,11.449,0,3.854,3.854,3.854,90,90,90,-3.48,O,1.385,0.8867950926,1.93,1.65,3.44
145,AgZrO3,Ag,Zr,False,not balanced,not balanced,1.28,0.72,orthorhombic,-2.099,0.187,-0.034,12.568,0,5.398,5.783,8.052,90,90,90,-0.445,O,1.385,0.8952206992,1.93,1.33,3.44
146,AlAcO3,Al,Ac,False,element not in BV,element not in BV,0.54,1.12,orthorhombic,-3.304,0.228,0,14.825,3.118,5.553,5.62,9.501,90,90,90,-5.958,O,1.385,0.5433854506,1.61,1.1,3.44
147,AlAgO3,Al,Ag,False,3,3,0.54,0.75,orthorhombic,-1.543,0.203,-,11.015,0,4.913,5.222,8.588,90,90,90,-5.981,O,1.385,0.6375552945,1.61,1.93,3.44
148,Al2O3,Al,Al,False,3,3,0.54,0.54,cubic,-2.079,1.186,-,9.258,0,3.591,3.591,3.591,90,90,90,-0.978,O,1.385,0.7071067812,1.61,1.61,3.44
149,AlAsO3,Al,As,False,3,3,0.54,0.58,cubic,-0.946,1.409,-,11.095,0,3.814,3.814,3.814,90,90,90,1.18,O,1.385,0.69271275,1.61,2.18,3.44
150,AlAuO3,Al,Au,False,element not in BV,element not in BV,0.54,0.93,cubic,-0.085,1.688,-,13.042,0,4.025,4.025,4.025,90,90,90,-0.897,O,1.385,0.5879829606,1.61,2.54,3.44
151,AlBO3,Al,B,False,3,3,0.54,0.27,cubic,-1.37,1.613,-,7.079,0,3.283,3.283,3.283,90,90,90,0.694,O,1.385,0.8224655914,1.61,2.04,3.44
152,AlBaO3,Al,Ba,False,not balanced,not balanced,0.54,1.35,orthorhombic,-2.722,0.217,-,15.338,0.369,5.405,6.293,9.019,90,90,90,-9.71,O,1.385,0.49768941640000003,1.61,0.89,3.44
153,AlBeO3,Al,Be,False,not balanced,not balanced,0.54,0.45,cubic,-1.499,1.332,-,7.62,0,3.365,3.365,3.365,90,90,90,-4.029,O,1.385,0.7417877677,1.61,1.57,3.44
154,AlBiO3,Al,Bi,False,not balanced,not balanced,0.54,0.9,orthorhombic,-2.132,0.257,-,13.078,1.156,5.494,5.499,8.657,90,90,90,-4.525,O,1.385,0.5957026494,1.61,2.02,3.44
155,AlCaO3,Al,Ca,False,not balanced,not balanced,0.54,1.0,orthorhombic,-2.797,0.165,-,12.156,0,5.18,5.611,8.364,90,90,90,-9.223,O,1.385,0.5707255991,1.61,1,3.44
156,AlCdO3,Al,Cd,False,not balanced,not balanced,0.54,0.95,orthorhombic,-1.93,0.197,-,11.712,0.211,5.236,5.506,8.124,90,90,90,-7.376,O,1.385,0.582946704,1.61,1.69,3.44
157,AlCeO3,Al,Ce,False,3,3,0.54,1.01,orthorhombic,-3.19,0.289,0,13.608,2.937,5.557,5.574,8.786,90,90,90,-7.106,O,1.385,0.5683426112,1.61,1.12,3.44
158,AlCoO3,Al,Co,False,3,3,0.54,0.61,cubic,-0.957,1.302,0.005,9.363,0,3.604,3.604,3.604,90,90,90,-1.991,O,1.385,0.6822960169,1.61,1.88,3.44
159,AlCrO3,Al,Cr,False,3,3,0.54,0.62,cubic,-1.534,1.339,0.541,10.504,0,3.745,3.745,3.745,90,90,90,-1.25,O,1.385,0.6788930443000001,1.61,1.66,3.44
160,AlCsO3,Al,Cs,False,not balanced,not balanced,0.54,1.67,cubic,0.425,2.668,-,17.34,0,4.426,4.426,4.426,90,90,90,-12.888,O,1.385,0.44555828270000003,1.61,0.79,3.44
161,AlCuO3,Al,Cu,False,3,3,0.54,0.54,cubic,-0.668,1.286,-,9.652,0,3.641,3.641,3.641,90,90,90,-3.853,O,1.385,0.7071067812,1.61,1.9,3.44
162,AlDyO3,Al,Dy,False,3,3,0.54,0.91,rhombohedral,-3.343,0.244,0,13.125,3.763,5.993,5.993,5.993,54.1,54.1,54.1,-6.424,O,1.385,0.5931069951,1.61,1.22,3.44
163,AlErO3,Al,Er,False,3,3,0.54,0.89,orthorhombic,-3.36,0.242,0,11.774,3.077,5.328,5.337,8.281,90,90,90,-6.199,O,1.385,0.5983211225,1.61,1.24,3.44
164,AlEuO3,Al,Eu,False,3,3,0.54,0.95,orthorhombic,-2.925,0.18,0,12.765,0.226,5.134,5.797,8.578,90,90,90,-8.901,O,1.385,0.582946704,1.61,-,3.44
165,AlFeO3,Al,Fe,False,3,3,0.54,0.65,cubic,-1.125,1.332,0.853,10.496,0,3.744,3.744,3.744,90,90,90,-2.445,O,1.385,0.6688847929999999,1.61,1.83,3.44
166,AlGaO3,Al,Ga,False,3,3,0.54,0.62,cubic,-1.246,1.437,-,10.465,0,3.74,3.74,3.74,90,90,90,-3.306,O,1.385,0.6788930443000001,1.61,1.81,3.44
167,AlGdO3,Al,Gd,False,3,3,0.54,0.94,rhombohedral,-3.316,0.253,0,13.622,3.807,6.086,6.086,6.086,53.8,53.8,53.8,-6.621,O,1.385,0.5854540015999999,1.61,1.2,3.44
168,AlGeO3,Al,Ge,False,not balanced,not balanced,0.54,0.63,cubic,-1.324,1.168,-,10.214,0,3.71,3.71,3.71,90,90,90,0.597,O,1.385,0.675523848,1.61,2.01,3.44
169,AlHfO3,Al,Hf,False,3,3,0.54,0.71,cubic,-2.376,1.031,0,13.345,0,4.056,4.056,4.056,90,90,90,-0.122,O,1.385,0.649728188,1.61,1.3,3.44
170,AlHgO3,Al,Hg,False,not balanced,not balanced,0.54,1.11,orthorhombic,-1.56,0.254,-,12.107,0,5.19,5.432,8.588,90,90,90,-,O,1.385,0.5455633482,1.61,2,3.44
171,AlHoO3,Al,Ho,False,3,3,0.54,0.9,rhombohedral,-3.357,0.238,0,12.949,3.715,5.966,5.966,5.966,54.1,54.1,54.1,-6.308,O,1.385,0.5957026494,1.61,1.23,3.44
172,AlInO3,Al,In,False,3,3,0.54,0.8,orthorhombic,-2.354,0.201,-,11.102,1.524,5.22,5.226,8.141,90,90,90,-5.702,O,1.385,0.6229659285,1.61,1.78,3.44
173,AlIrO3,Al,Ir,False,3,3,0.54,0.68,cubic,-0.63,1.482,0.046,11.877,0,3.901,3.901,3.901,90,90,90,0.139,O,1.385,0.6591673384000001,1.61,2.2,3.44
174,AlKO3,Al,K,False,not balanced,not balanced,0.54,1.38,orthorhombic,-1.982,0.285,-,14.152,2.012,5.624,6.743,7.464,90,90,90,-16.374,O,1.385,0.49228953119999996,1.61,0.82,3.44
175,AlLaO3,Al,La,False,3,3,0.54,1.03,orthorhombic,-3.335,0.226,0,13.793,3.69,5.461,5.529,9.137,90,90,90,-6.662,O,1.385,0.5636358401,1.61,1.1,3.44
176,AlLiO3,Al,Li,False,not balanced,not balanced,0.54,0.76,cubic,-0.683,1.686,-,8.215,0,3.45,3.45,3.45,90,90,90,-6.246,O,1.385,0.6345830088000001,1.61,0.98,3.44
177,AlLuO3,Al,Lu,False,3,3,0.54,0.86,rhombohedral,-3.397,0.225,0,12.134,3.815,5.786,5.786,5.786,55.1,55.1,55.1,-5.759,O,1.385,0.606316505,1.61,1.27,3.44
178,AlMgO3,Al,Mg,False,not balanced,not balanced,0.54,0.72,cubic,-1.168,1.691,-,10.399,0,3.732,3.732,3.732,90,90,90,-5.359,O,1.385,0.6466415932,1.61,1.31,3.44
179,AlMnO3,Al,Mn,False,3,3,0.54,0.65,cubic,-1.359,1.282,0.69,10.42,0,3.735,3.735,3.735,90,90,90,-2.158,O,1.385,0.6688847929999999,1.61,1.55,3.44
180,AlMoO3,Al,Mo,False,3,3,0.54,0.69,cubic,-1.574,1.028,0,12.186,0,3.935,3.935,3.935,90,90,90,3.998,O,1.385,0.6559906283,1.61,2.16,3.44
181,AlNaO3,Al,Na,False,not balanced,not balanced,0.54,1.02,orthorhombic,-1.971,0.321,-,11.427,2.09,5.461,5.978,7.002,90,90,90,-11.819,O,1.385,0.5659794402,1.61,0.93,3.44
182,AlNbO3,Al,Nb,False,3,3,0.54,0.72,cubic,-1.999,0.882,-0.001,13.005,0,4.021,4.021,4.021,90,90,90,4.777,O,1.385,0.6466415932,1.61,1.6,3.44
183,AlNdO3,Al,Nd,False,3,3,0.54,0.98,orthorhombic,-3.233,0.28,0,13.108,3.042,5.495,5.509,8.66,90,90,90,-7.031,O,1.385,0.5755520312,1.61,1.14,3.44
184,AlNiO3,Al,Ni,False,3,3,0.54,0.6,cubic,-0.821,1.308,0.177,9.43,0,3.613,3.613,3.613,90,90,90,-3.057,O,1.385,0.6857332765,1.61,1.91,3.44
185,AlNpO3,Al,Np,False,element not in BV,element not in BV,0.54,0.86,orthorhombic,-3.234,0.268,0.8,13.507,1.468,5.448,5.46,9.082,90,90,90,-1.407,O,1.385,0.606316505,1.61,1.36,3.44
186,AlOsO3,Al,Os,False,element not in BV,element not in BV,0.54,0.57,cubic,-0.857,1.298,0,11.825,0,3.896,3.896,3.896,90,90,90,1.9,O,1.385,0.6962560377,1.61,2.2,3.44
187,AlPaO3,Al,Pa,False,element not in BV,element not in BV,0.54,0.91,cubic,-2.259,0.768,0,16.861,2.193,4.385,4.385,4.385,90,90,90,5.433,O,1.385,0.5931069951,1.61,1.5,3.44
188,AlPbO3,Al,Pb,False,not balanced,not balanced,0.54,0.99,orthorhombic,-1.959,0.291,-,12.675,0,5.467,5.475,8.47,90,90,90,-4.904,O,1.385,0.5731286542,1.61,2.33,3.44
189,AlPdO3,Al,Pd,False,3,3,0.54,0.76,cubic,-0.438,1.454,-,11.84,0,3.897,3.897,3.897,90,90,90,-3.303,O,1.385,0.6345830088000001,1.61,2.2,3.44
190,AlPmO3,Al,Pm,False,element not in BV,element not in BV,0.54,0.97,orthorhombic,-3.256,0.274,0,12.876,2.97,5.469,5.484,8.587,90,90,90,-6.858,O,1.385,0.5779959889,1.61,-,3.44
191,AlPrO3,Al,Pr,False,3,3,0.54,0.99,orthorhombic,-3.213,0.286,0,13.347,2.935,5.529,5.537,8.72,90,90,90,-7.082,O,1.385,0.5731286542,1.61,1.13,3.44
192,AlPtO3,Al,Pt,False,element not in BV,element not in BV,0.54,0.67,cubic,-0.417,1.564,0,12.279,0,3.945,3.945,3.945,90,90,90,-0.923,O,1.385,0.6623749653000001,1.61,2.28,3.44
193,AlPuO3,Al,Pu,False,element not in BV,element not in BV,0.54,0.83,orthorhombic,-3.306,0.216,1,13.362,1.93,5.412,5.435,9.086,90,90,90,-2.763,O,1.385,0.6145284667,1.61,1.28,3.44
194,AlRbO3,Al,Rb,False,not balanced,not balanced,0.54,1.52,cubic,0.71,2.952,-,15.861,0,4.296,4.296,4.296,90,90,90,-15.897,O,1.385,0.4685647345,1.61,0.82,3.44
195,AlReO3,Al,Re,False,3,3,0.54,0.63,cubic,-1.244,1.157,0,11.971,0,3.912,3.912,3.912,90,90,90,3.045,O,1.385,0.675523848,1.61,1.9,3.44
196,AlRhO3,Al,Rh,False,3,3,0.54,0.67,cubic,-0.666,1.433,0.082,11.614,0,3.872,3.872,3.872,90,90,90,-2.563,O,1.385,0.6623749653000001,1.61,2.28,3.44
197,AlRuO3,Al,Ru,False,3,3,0.54,0.68,cubic,-0.871,1.331,0.212,11.596,0,3.87,3.87,3.87,90,90,90,0.576,O,1.385,0.6591673384000001,1.61,2.2,3.44
198,AlSbO3,Al,Sb,False,3,3,0.54,0.76,cubic,-1.11,1.312,-,12.983,0,4.019,4.019,4.019,90,90,90,1.822,O,1.385,0.6345830088000001,1.61,2.05,3.44
199,AlScO3,Al,Sc,False,3,3,0.54,0.75,cubic,-1.867,1.669,-0.012,12.556,0,3.974,3.974,3.974,90,90,90,-4.725,O,1.385,0.6375552945,1.61,1.36,3.44
200,AlSiO3,Al,Si,False,not balanced,not balanced,0.54,0.4,cubic,-1.991,1.033,-,8.794,0,3.53,3.53,3.53,90,90,90,5.628,O,1.385,0.7625661365999999,1.61,1.9,3.44
201,AlSmO3,Al,Sm,False,3,3,0.54,0.96,orthorhombic,-3.267,0.27,0,12.728,3.072,5.45,5.462,8.551,90,90,90,-6.818,O,1.385,0.5804607905,1.61,1.17,3.44
202,AlSnO3,Al,Sn,False,not balanced,not balanced,0.54,0.69,cubic,-1.209,1.317,-,12.859,0,4.006,4.006,4.006,90,90,90,-1.044,O,1.385,0.6559906283,1.61,1.96,3.44
203,AlSrO3,Al,Sr,False,not balanced,not balanced,0.54,1.18,orthorhombic,-2.765,0.194,-,13.698,0.445,5.259,5.926,8.791,90,90,90,-10.222,O,1.385,0.5306746797999999,1.61,0.95,3.44
204,AlTaO3,Al,Ta,False,3,3,0.54,0.72,cubic,-2.219,0.753,0,12.82,0,4.002,4.002,4.002,90,90,90,5.56,O,1.385,0.6466415932,1.61,1.5,3.44
205,AlTbO3,Al,Tb,False,3,3,0.54,0.92,rhombohedral,-3.197,0.251,0,13.312,3.738,6.025,6.025,6.025,54,54,54,-6.525,O,1.385,0.5905338628,1.61,-,3.44
206,AlTcO3,Al,Tc,False,element not in BV,element not in BV,0.54,0.6,cubic,-1.22,1.178,0.005,11.777,0,3.89,3.89,3.89,90,90,90,2.474,O,1.385,0.6857332765,1.61,1.9,3.44
207,AlTeO3,Al,Te,False,not balanced,not balanced,0.54,0.77,cubic,-0.801,1.416,-,13.852,0,4.107,4.107,4.107,90,90,90,1.55,O,1.385,0.631638308,1.61,2.1,3.44
208,AlThO3,Al,Th,False,not balanced,not balanced,0.54,0.94,cubic,-2.164,1.466,-0.156,18.528,0,4.525,4.525,4.525,90,90,90,-2.435,O,1.385,0.5854540015999999,1.61,1.3,3.44
209,AlTiO3,Al,Ti,False,3,3,0.54,0.67,cubic,-2.161,1.032,0,11.337,0,3.841,3.841,3.841,90,90,90,0.011,O,1.385,0.6623749653000001,1.61,1.54,3.44
210,AlTlO3,Al,Tl,False,3,3,0.54,0.89,orthorhombic,-1.911,0.19,-,12.152,0.638,5.285,5.41,8.5,90,90,90,-6.702,O,1.385,0.5983211225,1.61,1.62,3.44
211,AlTmO3,Al,Tm,False,3,3,0.54,0.88,rhombohedral,-3.378,0.237,0,12.404,3.756,5.828,5.828,5.828,55.1,55.1,55.1,-6.024,O,1.385,0.6009627169,1.61,1.25,3.44
212,AlUO3,Al,U,False,3,3,0.54,1.03,orthorhombic,-2.94,0.452,0.567,13.853,0,5.72,5.961,8.125,90,90,90,2.358,O,1.385,0.5636358401,1.61,1.38,3.44
213,AlVO3,Al,V,False,3,3,0.54,0.64,orthorhombic,-2.799,0.149,0.4,9.609,1.47,5.004,5.03,7.636,90,90,90,-0.475,O,1.385,0.6721879278,1.61,1.63,3.44
214,AlWO3,Al,W,False,3,3,0.54,0.66,cubic,-1.67,0.951,0,12.242,0,3.941,3.941,3.941,90,90,90,4.827,O,1.385,0.6656139627000001,1.61,2.36,3.44
215,AlYO3,Al,Y,False,3,3,0.54,0.9,rhombohedral,-3.324,0.236,0,13.18,3.81,6.003,6.003,6.003,54.1,54.1,54.1,-6.49,O,1.385,0.5957026494,1.61,1.22,3.44
216,AlYbO3,Al,Yb,False,3,3,0.54,0.87,orthorhombic,-2.923,0.124,-,11.845,0,5.119,5.58,8.294,90,90,90,-7.558,O,1.385,0.60362774,1.61,-,3.44
217,AlZnO3,Al,Zn,False,not balanced,not balanced,0.54,0.74,cubic,-0.72,1.614,-,10.398,0,3.732,3.732,3.732,90,90,90,-5.063,O,1.385,0.6405555547,1.61,1.65,3.44
218,AlZrO3,Al,Zr,False,3,3,0.54,0.72,cubic,-2.183,1.117,0,13.936,0,4.115,4.115,4.115,90,90,90,-1.156,O,1.385,0.6466415932,1.61,1.33,3.44
219,AsAcO3,As,Ac,False,element not in BV,element not in BV,0.52,1.12,orthorhombic,-2.622,-0.109,0,16.601,2.97,5.879,6.527,8.653,90,90,90,-2.465,O,1.385,0.5377398875,2.18,1.1,3.44
220,AsAgO3,As,Ag,False,3,3,0.58,0.75,cubic,0.229,1.337,-,12.735,0,3.993,3.993,3.993,90,90,90,-3.674,O,1.385,0.6508031967,2.18,1.93,3.44
221,AsAlO3,As,Al,False,3,3,0.58,0.54,cubic,-1.712,0.644,-,9.746,0,3.653,3.653,3.653,90,90,90,1.583,O,1.385,0.7217999090999999,2.18,1.61,3.44
222,As2O3,As,As,False,3,3,0.58,0.58,cubic,-0.521,0.925,-,11.453,0,3.854,3.854,3.854,90,90,90,1.088,O,1.385,0.7071067812,2.18,2.18,3.44
223,AsAuO3,As,Au,False,element not in BV,element not in BV,0.52,0.93,cubic,0.26,1.257,-,13.197,0,4.041,4.041,4.041,90,90,90,-1.212,O,1.385,0.5818740467,2.18,2.54,3.44
224,AsBO3,As,B,False,3,3,0.58,0.27,cubic,-0.852,1.183,-,7.706,0.923,3.377,3.377,3.377,90,90,90,2.629,O,1.385,0.8395557855,2.18,2.04,3.44
225,AsBaO3,As,Ba,False,not balanced,not balanced,0.52,1.35,orthorhombic,-2.111,0.232,-,18.14,0,5.93,6.407,9.549,90,90,90,-8.868,O,1.385,0.4925186172,2.18,0.89,3.44
226,AsBeO3,As,Be,False,not balanced,not balanced,0.52,0.45,cubic,-1.008,1.015,-,8.407,0,3.477,3.477,3.477,90,90,90,-2.418,O,1.385,0.7340808818000001,2.18,1.57,3.44
227,AsBiO3,As,Bi,False,not balanced,not balanced,0.52,0.9,cubic,-0.33,1.13,-,15.153,0,4.231,4.231,4.231,90,90,90,-3.743,O,1.385,0.5895135309,2.18,2.02,3.44
228,AsCaO3,As,Ca,False,not balanced,not balanced,0.52,1.0,orthorhombic,-2.182,0.134,-,13.764,0,5.449,5.93,8.52,90,90,90,-8.351,O,1.385,0.5647959825,2.18,1,3.44
229,AsCdO3,As,Cd,False,not balanced,not balanced,0.52,0.95,cubic,0.082,1.51,-,13.588,0,4.081,4.081,4.081,90,90,90,-5.71,O,1.385,0.5768901148,2.18,1.69,3.44
230,AsCeO3,As,Ce,False,2,4,0.58,0.87,cubic,-0.902,1.665,0.021,18.283,0,4.505,4.505,4.505,90,90,90,-7.219,O,1.385,0.6161706540999999,2.18,1.12,3.44
231,AsCoO3,As,Co,False,3,3,0.58,0.61,cubic,-0.584,0.82,-0.004,9.799,0,3.659,3.659,3.659,90,90,90,0.089,O,1.385,0.6964735965000001,2.18,1.88,3.44
232,AsCrO3,As,Cr,False,3,3,0.58,0.62,cubic,-1.192,0.772,0.591,10.907,0,3.792,3.792,3.792,90,90,90,0.789,O,1.385,0.6929999126999999,2.18,1.66,3.44
233,AsCsO3,As,Cs,False,not balanced,not balanced,0.52,1.67,cubic,0.861,2.563,-,17.457,0,4.436,4.436,4.436,90,90,90,-3.766,O,1.385,0.4409291058,2.18,0.79,3.44
234,AsCuO3,As,Cu,False,3,3,0.58,0.54,cubic,-0.301,0.881,-,10.145,0,3.702,3.702,3.702,90,90,90,-0.831,O,1.385,0.7217999090999999,2.18,1.9,3.44
235,AsDyO3,As,Dy,False,3,3,0.58,0.91,cubic,-1.302,1.387,0.038,15.714,0,4.283,4.283,4.283,90,90,90,-5.336,O,1.385,0.6054312963,2.18,1.22,3.44
236,AsErO3,As,Er,False,3,3,0.58,0.89,cubic,-1.376,1.295,0.014,15.254,0,4.241,4.241,4.241,90,90,90,-4.874,O,1.385,0.6107537692,2.18,1.24,3.44
237,AsEuO3,As,Eu,False,3,3,0.58,0.95,orthorhombic,-2.292,0.022,0,14.25,0,5.528,5.937,8.683,90,90,90,-8.456,O,1.385,0.5950598822,2.18,-,3.44
238,AsFeO3,As,Fe,False,3,3,0.58,0.65,cubic,-0.747,0.805,0.911,10.955,0,3.798,3.798,3.798,90,90,90,-0.724,O,1.385,0.6827836978,2.18,1.83,3.44
239,AsGaO3,As,Ga,False,3,3,0.58,0.62,cubic,-0.941,0.832,-,10.821,0,3.782,3.782,3.782,90,90,90,-0.391,O,1.385,0.6929999126999999,2.18,1.81,3.44
240,AsGdO3,As,Gd,False,3,3,0.58,0.94,cubic,-1.22,1.399,-0.001,16.257,0,4.332,4.332,4.332,90,90,90,-5.81,O,1.385,0.5976192796,2.18,1.2,3.44
241,AsGeO3,As,Ge,False,2,4,0.58,0.53,cubic,-0.909,0.707,-,10.602,0,3.757,3.757,3.757,90,90,90,1.493,O,1.385,0.7255690992,2.18,2.01,3.44
242,AsHfO3,As,Hf,False,2,4,0.58,0.71,cubic,-2.012,0.773,-0.001,13.462,0,4.068,4.068,4.068,90,90,90,0.248,O,1.385,0.6632290334000001,2.18,1.3,3.44
243,AsHgO3,As,Hg,False,not balanced,not balanced,0.52,1.11,cubic,0.404,1.59,-,14.238,0,4.145,4.145,4.145,90,90,90,-5.427,O,1.385,0.5398951576,2.18,2,3.44
244,AsHoO3,As,Ho,False,3,3,0.58,0.9,cubic,-1.34,1.356,0.016,15.474,0,4.261,4.261,4.261,90,90,90,-5.112,O,1.385,0.6080808862,2.18,1.23,3.44
245,AsInO3,As,In,False,3,3,0.58,0.8,cubic,-0.473,1.172,-,13.685,0,4.09,4.09,4.09,90,90,90,-3.437,O,1.385,0.6359106751,2.18,1.78,3.44
246,AsIrO3,As,Ir,False,2,4,0.58,0.63,cubic,-0.244,0.958,-0.028,11.93,0,3.907,3.907,3.907,90,90,90,0.02,O,1.385,0.6895607072,2.18,2.2,3.44
247,AsKO3,As,K,False,not balanced,not balanced,0.52,1.38,orthorhombic,-1.727,-0.173,-,15.098,3.052,4.836,5.454,11.449,90,90,90,-9.214,O,1.385,0.48717483479999996,2.18,0.82,3.44
248,AsLaO3,As,La,False,3,3,0.58,1.03,cubic,-1.048,1.603,-0.002,17.892,0,4.472,4.472,4.472,90,90,90,-6.72,O,1.385,0.5753477536,2.18,1.1,3.44
249,AsLiO3,As,Li,False,not balanced,not balanced,0.52,0.76,cubic,-0.236,1.588,-,9.144,0,3.576,3.576,3.576,90,90,90,-5.543,O,1.385,0.6279899385000001,2.18,0.98,3.44
